DateTime,entity,current1,current2,pressure1,pressure2,rate1,rate2,temperature1,temperature2,torque1,torque2
2016-02-17T11:03:24.480000Z,machine1,8.7061,-0.99312,-1.9656,5.4089,0.26679,-4.5185,-1.1165,0.86635,-9.8605,-12.339
2016-02-17T11:04:33.600000Z,machine1,8.9359,-0.94552,-1.65,5.5829,0.018491,-4.7214,1.4257,0.35164,-8.6915,-11.399
2016-02-17T11:05:42.720000Z,machine1,8.3796,-0.82639,-1.2525,5.6639,-0.1693,-4.4186,1.4234,1.2474,-9.1399,-10.483
2016-02-17T11:06:51.840000Z,machine1,8.1231,-1.7413,-1.1664,5.5762,-0.043944,-5.0798,-0.2033,3.791,-8.3725,-8.7256
2016-02-17T11:08:00.960000Z,machine1,8.4991,-2.8981,-1.2867,5.6831,-0.52424,-4.571,-2.5999,4.7661,-8.1536,-7.8758
2016-02-17T11:09:10.080000Z,machine1,8.8951,-2.5173,-1.3401,5.9096,-0.89258,-4.4384,-4.6628,4.9461,-9.048,-9.4689
2016-02-17T11:10:19.200000Z,machine1,9.3448,-1.5901,-1.4861,6.0729,-1.0583,-4.6423,-5.8315,5.1556,-9.4667,-9.3647
2016-02-17T11:11:28.320000Z,machine1,9.4956,-1.0001,-1.8397,5.799,-1.2831,-4.3452,-8.304,6.6453,-8.5698,-10.279
2016-02-17T11:12:37.440000Z,machine1,9.3262,-0.74554,-2.5648,5.1281,-1.2917,-5.3273,-10.494,8.8149,-8.1054,-10.732
2016-02-17T11:13:46.560000Z,machine1,8.9241,-0.52119,-2.8607,4.952,-1.0731,-4.7841,-11.426,11.934,-6.7105,-10.098
2016-02-17T11:14:55.680000Z,machine1,8.8309,-0.14682,-2.3174,5.503,-1.0197,-4.4727,-9.9889,12.802,-4.4263,-6.1961
2016-02-17T11:16:04.800000Z,machine1,8.7688,-0.16502,-2.0371,6.0885,-0.85839,-4.609,-8.9616,11.572,-1.9776,-2.4217
2016-02-17T11:17:13.920000Z,machine1,8.74,0.21924,-2.0925,6.4408,-0.56196,-3.9835,-9.6131,10.326,-0.055492,-0.004471
2016-02-17T11:18:23.040000Z,machine1,8.9208,0.58865,-2.3883,5.9063,-0.70311,-4.1628,-10.13,9.8661,0.63319,-0.2841
2016-02-17T11:19:32.160000Z,machine1,8.9865,1.3186,-2.7742,6.0534,-0.23026,-4.4086,-11.356,10.1,0.60163,-1.2628
2016-02-17T11:20:41.280000Z,machine1,8.6546,1.768,-2.8966,6.2541,-0.045229,-4.2832,-10.898,9.3252,-0.79454,-3.1097
2016-02-17T11:21:50.400000Z,machine1,8.8134,2.072,-2.7044,6.2379,-0.008418,-4.5241,-9.5001,6.583,-2.3396,-3.9369
2016-02-17T11:22:59.520000Z,machine1,9.4884,1.8482,-2.627,6.6981,-0.086975,-4.2179,-10.106,8.2599,-4.222,-5.1075
2016-02-17T11:24:08.640000Z,machine1,9.6854,1.6045,-2.9245,6.5591,-0.16696,-4.5334,-11.005,8.9445,-6.7222,-7.4116
2016-02-17T11:25:17.760000Z,machine1,9.1457,0.73599,-3.1025,6.0243,-0.5842,-4.1547,-10.411,8.4041,-10.397,-10.482
2016-02-17T11:26:26.880000Z,machine1,9.0845,0.13087,-2.5809,6.222,-0.40581,-4.3446,-7.9296,7.3586,-9.2368,-10.515
2016-02-17T11:27:36.000000Z,machine1,8.9011,-0.7574,-1.9728,5.945,-0.45934,-4.2905,-5.0341,5.1191,-8.0168,-10.893
2016-02-17T11:28:45.120000Z,machine1,8.6981,-1.3469,-1.2913,5.6827,-0.38646,-4.0818,-3.3721,4.3388,-9.1845,-10.59
2016-02-17T11:29:54.240000Z,machine1,8.1202,-1.9371,-1.2472,5.4604,-0.42931,-4.5814,-2.4001,2.6855,-9.7279,-13.022
2016-02-17T11:31:03.360000Z,machine1,8.208,-2.3229,-0.99095,5.1585,-0.86803,-4.5307,-0.083811,1.0453,-9.4567,-12.639
2016-02-17T11:32:12.480000Z,machine1,8.0894,-1.6885,-0.78111,5.2028,-0.56495,-5.4418,2.3655,-0.17565,-9.2072,-10.363
2016-02-17T11:33:21.600000Z,machine1,8.3231,-2.0906,-0.91302,5.2943,-0.65,-5.4262,0.33064,1.8786,-9.0627,-9.0491
2016-02-17T11:34:30.720000Z,machine1,8.5685,-2.6302,-0.9771,5.5269,-1.2178,-5.5453,-1.8241,3.8662,-8.1034,-8.9351
2016-02-17T11:35:39.840000Z,machine1,8.6627,-2.6647,-1.1137,5.7075,-0.87432,-5.2158,-3.1057,4.3814,-8.9742,-9.8558
2016-02-17T11:36:48.960000Z,machine1,9.2512,-2.5081,-1.3734,5.8504,-0.98499,-4.4984,-5.2028,5.2079,-9.6334,-10.244
2016-02-17T11:37:58.080000Z,machine1,9.0443,-1.8858,-1.9321,5.9431,-1.0288,-4.6077,-7.6999,6.8353,-8.7634,-10.072
2016-02-17T11:39:07.200000Z,machine1,9.3447,-1.2593,-2.5995,5.781,-1.0409,-4.8904,-10.653,10.31,-8.2685,-9.8805
2016-02-17T11:40:16.320000Z,machine1,8.854,-0.7315,-2.409,5.2451,-1.1265,-4.6713,-10.811,9.4512,-6.7368,-7.8717
2016-02-17T11:41:25.440000Z,machine1,8.5278,-0.43194,-2.2324,5.2059,-0.99037,-4.4971,-10.083,9.9371,-3.8867,-5.9591
2016-02-17T11:42:34.560000Z,machine1,8.1432,0.25248,-2.1792,5.6127,-0.83446,-4.576,-10.253,11.098,-2.4597,-3.9653
2016-02-17T11:43:43.680000Z,machine1,8.3174,0.60852,-2.2147,5.6867,-0.67148,-4.4165,-10.885,11.839,-1.0179,-1.9484
2016-02-17T11:44:52.800000Z,machine1,8.3251,0.84411,-2.5637,6.1549,-0.19178,-4.0785,-9.5663,10.96,1.2631,-0.011442
2016-02-17T11:46:01.920000Z,machine1,8.4313,0.93461,-2.6431,6.3423,-0.09158,-4.0637,-10.282,10.501,1.6521,-0.56785
2016-02-17T11:47:11.040000Z,machine1,8.7683,0.90514,-2.495,6.3794,0.20344,-4.1964,-10.934,9.2783,0.54215,-1.159
2016-02-17T11:48:20.160000Z,machine1,8.9497,1.3858,-2.3276,6.4217,0.032257,-4.1043,-9.5575,9.1315,-2.22,-4.2222
2016-02-17T11:49:29.280000Z,machine1,9.6151,2.0238,-2.3125,6.4115,0.44728,-4.5824,-10.107,8.6332,-4.2982,-5.3726
2016-02-17T11:50:38.400000Z,machine1,9.2968,1.5765,-2.4754,6.0815,-0.22331,-4.3485,-10.447,8.372,-7.9522,-8.7007
2016-02-17T11:51:47.520000Z,machine1,9.1615,0.97268,-3.0074,5.5221,-0.60266,-3.4704,-9.7892,8.7608,-10.244,-8.7067
2016-02-17T11:52:56.640000Z,machine1,8.7855,0.3525,-2.7089,6.0537,-0.58824,-3.6025,-7.6527,7.5741,-7.8067,-11.211
2016-02-17T11:54:05.760000Z,machine1,8.665,-0.19276,-1.6043,6.2913,0.12785,-4.318,-6.1762,6.3154,-7.7383,-10.606
2016-02-17T11:55:14.880000Z,machine1,8.6046,-0.48764,-0.84916,5.671,0.66338,-4.7309,-3.6155,4.6205,-9.7229,-10.305
2016-02-17T11:56:24.000000Z,machine1,8.3184,-1.0859,-0.6898,5.3662,0.57285,-4.5168,-1.6764,2.0658,-10.268,-13.814
2016-02-17T11:57:33.120000Z,machine1,8.3143,-1.9824,-0.84969,5.4179,-0.21455,-4.6988,0.45739,-0.32575,-10.445,-12.079
2016-02-17T11:58:42.240000Z,machine1,8.1864,-2.498,-1.1245,5.472,-0.57289,-5.5017,2.3428,-0.79938,-8.9906,-10.324
2016-02-17T11:59:51.360000Z,machine1,8.3446,-2.5848,-1.2588,5.2928,-0.95355,-4.9988,1.4786,1.6126,-8.6003,-9.9455
2016-02-17T12:01:00.480000Z,machine1,8.6741,-2.6585,-1.6238,5.6533,-1.9602,-4.6871,-1.1348,4.2203,-8.9038,-8.5145
2016-02-17T12:02:09.600000Z,machine1,9.382,-2.5318,-1.3762,5.7494,-1.6273,-5.2608,-4.4032,6.123,-9.3007,-8.6334
2016-02-17T12:03:18.720000Z,machine1,9.8871,-1.8325,-0.89216,5.6648,-1.5296,-5.4558,-5.703,5.9618,-10.755,-9.4933
2016-02-17T12:04:27.840000Z,machine1,9.2427,-0.87971,-1.4329,5.8562,-0.95597,-4.4089,-7.8144,7.0844,-8.9122,-9.3981
2016-02-17T12:05:36.960000Z,machine1,8.9778,-1.8255,-2.5701,5.6118,-0.90331,-5.376,-10.42,9.0252,-7.5188,-9.6156
2016-02-17T12:06:46.080000Z,machine1,8.9238,-1.3086,-2.9246,5.2423,-1.1857,-4.1289,-10.807,9.4586,-6.2599,-9.6386
2016-02-17T12:07:55.200000Z,machine1,8.5929,-0.29132,-2.3511,5.5409,-0.72282,-4.1437,-10.813,10.673,-4.6148,-6.9275
2016-02-17T12:09:04.320000Z,machine1,8.8618,0.64891,-1.8766,6.106,-0.63226,-4.348,-10.95,11.056,-2.1588,-3.1445
2016-02-17T12:10:13.440000Z,machine1,8.9663,1.2367,-2.1678,6.3114,-0.58083,-4.606,-11.384,11.063,0.019669,0.37766
2016-02-17T12:11:22.560000Z,machine1,8.7457,1.258,-2.7194,5.7865,-0.96284,-4.8369,-9.9417,10.25,1.91,2.02
2016-02-17T12:12:31.680000Z,machine1,8.7033,1.0707,-3.2008,5.448,-0.27214,-5.7763,-10.014,9.3546,1.9964,0.13072
2016-02-17T12:13:40.800000Z,machine1,8.7611,1.038,-2.6856,6.3935,0.28918,-5.6383,-10.836,10.197,0.12553,-3.1541
2016-02-17T12:14:49.920000Z,machine1,8.972,1.6135,-1.5823,6.8017,0.49681,-4.5224,-10.515,9.2644,-3.2704,-4.7521
2016-02-17T12:15:59.040000Z,machine1,9.0329,0.82357,-1.7587,6.5628,-0.055143,-4.225,-10.647,7.6404,-6.7135,-7.5291
2016-02-17T12:17:08.160000Z,machine1,8.7878,0.9886,-2.3026,5.5777,-0.28693,-4.0587,-10.486,8.7019,-9.2691,-8.0382
2016-02-17T12:18:17.280000Z,machine1,8.8695,0.45808,-2.6851,5.6487,-0.44421,-4.8209,-8.5036,8.4226,-8.5379,-9.5043
2016-02-17T12:19:26.400000Z,machine1,8.7218,-0.37427,-2.2724,5.5017,-0.19243,-4.952,-6.194,6.7513,-8.5106,-11.141
2016-02-17T12:20:35.520000Z,machine1,8.6444,-0.90784,-2.1485,5.756,0.044732,-5.3902,-4.8013,6.097,-9.4384,-10.667
2016-02-17T12:21:44.640000Z,machine1,8.3441,-1.6002,-1.2147,6.0394,0.008531,-5.2795,-3.2807,3.7787,-9.9577,-12.234
2016-02-17T12:22:53.760000Z,machine1,8.5833,-1.8216,-0.67646,5.5388,0.23493,-5.3226,-1.8637,1.2501,-8.6084,-11.357
2016-02-17T12:24:02.880000Z,machine1,7.911,-2.2601,-0.49412,5.591,-0.093835,-5.262,1.1261,0.6418,-10.261,-9.8558
2016-02-17T12:25:12.000000Z,machine1,8.2009,-2.168,-0.7907,5.4974,-0.20791,-6.016,1.6967,0.007316,-10.059,-12.91
2016-02-17T12:26:21.120000Z,machine1,8.1935,-2.278,-0.98229,5.4064,-0.51784,-5.7523,-0.33265,2.4439,-8.5101,-10.09
2016-02-17T12:27:30.240000Z,machine1,8.341,-1.9167,-1.6207,5.4115,-1.0397,-5.5946,-1.8794,3.9679,-9.1656,-8.0111
2016-02-17T12:28:39.360000Z,machine1,8.9333,-2.163,-2.1053,5.3753,-0.90543,-5.5093,-3.4893,4.6373,-8.4615,-8.2173
2016-02-17T12:29:48.480000Z,machine1,9.2911,-1.5628,-1.9346,5.8399,-0.47971,-5.1401,-6.557,7.0328,-8.4624,-9.0708
2016-02-17T12:30:57.600000Z,machine1,9.5868,-0.84357,-2.0222,6.2863,-0.91376,-3.7936,-9.3277,8.5427,-7.5576,-9.866
2016-02-17T12:32:06.720000Z,machine1,8.9926,-0.15184,-1.9771,5.8598,-0.10724,-3.9148,-10.065,9.3359,-7.4317,-10.974
2016-02-17T12:33:15.840000Z,machine1,8.2607,0.22655,-2.4974,5.7287,-0.11211,-5.0574,-9.454,9.862,-6.9507,-10.343
2016-02-17T12:34:24.960000Z,machine1,8.3229,0.78185,-2.3661,5.7733,0.3551,-4.2787,-11.251,10.992,-5.3103,-5.9061
2016-02-17T12:35:34.080000Z,machine1,8.4469,1.1562,-2.3809,5.9715,0.97904,-4.501,-10.942,11.783,-3.8966,-3.0462
2016-02-17T12:36:43.200000Z,machine1,8.4312,1.0669,-2.6736,6.0507,0.87107,-4.2242,-9.6744,10.581,-1.18,-0.30407
2016-02-17T12:37:52.320000Z,machine1,8.3281,1.0918,-2.8533,5.866,0.51726,-4.2089,-9.7104,10.073,2.2389,1.2392
2016-02-17T12:39:01.440000Z,machine1,8.4794,1.0573,-2.7036,6.2883,0.48974,-3.7862,-10.535,10.246,2.1777,0.24456
2016-02-17T12:40:10.560000Z,machine1,9.4358,1.6421,-2.6351,6.7057,0.58276,-4.1709,-10.39,9.6324,-0.015031,-2.5136
2016-02-17T12:41:19.680000Z,machine1,9.4118,2.0809,-2.5864,6.7882,0.47092,-4.2161,-10.031,8.3043,-2.2212,-4.1197
2016-02-17T12:42:28.800000Z,machine1,9.2539,1.8592,-3.202,6.2341,0.30278,-4.1104,-11.045,8.1774,-5.9903,-9.5194
2016-02-17T12:43:37.920000Z,machine1,9.1042,1.4916,-2.9017,5.8338,0.76838,-4.1172,-10.541,8.7659,-8.6843,-7.6445
2016-02-17T12:44:47.040000Z,machine1,9.0894,1.5507,-2.6215,5.6488,0.83733,-4.584,-9.1948,8.6352,-8.1025,-8.5777
2016-02-17T12:45:56.160000Z,machine1,8.5227,1.7313,-2.2012,5.2647,0.32992,-4.3511,-6.1344,7.8502,-8.1958,-10.549
2016-02-17T12:47:05.280000Z,machine1,8.0931,-0.060144,-2.5065,5.4379,-0.27007,-4.0739,-4.0755,4.6949,-9.8283,-10.694
2016-02-17T12:48:14.400000Z,machine1,8.5381,-1.6455,-2.287,6.1589,-0.068885,-4.4716,-2.0065,3.2855,-9.8899,-11.845
2016-02-17T12:49:23.520000Z,machine1,8.4384,-3.5512,-1.0863,6.2246,0.50174,-4.3565,-1.2329,1.1277,-9.3055,-12.442
2016-02-17T12:50:32.640000Z,machine1,8.4911,-2.9064,-0.17345,5.9509,0.077014,-4.1732,0.67951,0.94179,-9.7083,-11.041
2016-02-17T12:51:41.760000Z,machine1,7.9389,-0.58937,-0.084045,5.7705,0.2142,-5.2813,0.78552,0.89505,-9.7469,-11.111
2016-02-17T12:52:50.880000Z,machine1,8.6415,-0.59153,-0.44598,5.444,0.029581,-5.0841,-0.73118,2.3891,-9.0353,-10.445
2016-02-17T12:54:00.000000Z,machine1,8.8438,-0.075119,0.12891,5.181,0.79844,-3.2023,-7.3653,8.332,-7.5481,-9.8092
2016-02-17T12:55:09.120000Z,machine1,7.8949,-1.1746,-0.55574,6.67,1.0228,-3.1859,-4.9635,5.7572,-8.6214,-10.676
2016-02-17T12:56:18.240000Z,machine1,7.7241,-1.2385,-0.83383,5.6292,1.4908,-3.0781,-2.531,3.4191,-9.868,-11.777
2016-02-17T12:57:27.360000Z,machine1,8.2424,-1.4466,-0.47219,5.8063,1.4907,-2.9932,-1.2774,2.1647,-9.103,-10.725
2016-02-17T12:58:36.480000Z,machine1,8.5371,-1.5794,-0.11921,6.1082,1.0484,-3.7902,-0.39342,1.7326,-8.3533,-10.197
2016-02-17T12:59:45.600000Z,machine1,8.5406,-1.4781,-0.007744,6.1628,1.0834,-4.4027,0.46728,1.406,-8.0822,-9.4744
2016-02-17T13:00:54.720000Z,machine1,8.1432,-0.98152,-0.46115,5.8392,1.6699,-3.7736,0.11953,2.0808,-8.4557,-9.3265
2016-02-17T13:02:03.840000Z,machine1,8.5135,-1.3853,-0.7758,5.8065,1.6338,-4.0162,-1.9396,4.4281,-9.4589,-9.8575
2016-02-17T13:03:12.960000Z,machine1,8.6052,-1.8062,-0.62129,5.9076,1.2824,-3.679,-3.0485,4.9499,-9.4654,-9.2447
2016-02-17T13:04:22.080000Z,machine1,8.7626,-1.7618,0.063915,5.5645,1.1706,-3.9022,-4.9356,5.5604,-9.6071,-9.2016
2016-02-17T13:05:31.200000Z,machine1,8.7791,-1.5977,-0.18785,5.5786,0.91727,-4.0567,-7.8582,7.4829,-8.0782,-9.0088
2016-02-17T13:06:40.320000Z,machine1,8.5575,-0.95301,-0.51337,5.7188,1.3017,-3.765,-10.536,8.7428,-7.9141,-9.4654
2016-02-17T13:07:49.440000Z,machine1,8.5441,-0.48711,-0.51448,5.8386,1.2309,-3.6455,-10.227,9.7175,-6.7744,-8.8962
2016-02-17T13:08:58.560000Z,machine1,8.754,-0.1853,-0.7929,5.8041,1.2232,-3.4756,-9.9929,10.797,-5.153,-7.0453
2016-02-17T13:10:07.680000Z,machine1,8.9132,0.33986,-1.0039,5.9811,1.357,-3.1891,-10.458,11.246,-3.1107,-4.0832
2016-02-17T13:11:16.800000Z,machine1,8.8176,0.72511,-1.0773,5.9932,1.4967,-3.8071,-10.565,11.383,-0.94944,-1.6578
2016-02-17T13:12:25.920000Z,machine1,8.8196,0.93417,-0.62018,5.9123,1.6425,-3.5723,-10.145,10.668,0.52078,-0.54496
2016-02-17T13:13:35.040000Z,machine1,8.8292,1.0553,-1.9594,5.3367,1.7985,-3.3903,-9.6338,9.4974,0.90941,-0.76891
2016-02-17T13:14:44.160000Z,machine1,8.6416,0.62081,-2.3545,7.1115,2.0547,-3.5517,-9.6861,8.2431,-0.20137,-2.3868
2016-02-17T13:15:53.280000Z,machine1,9.0059,0.31494,-1.023,6.5586,2.2544,-3.4797,-9.701,8.4361,-2.1828,-4.4753
2016-02-17T13:17:02.400000Z,machine1,9.4225,0.61209,-0.88406,5.3451,1.7055,-3.1421,-10.64,8.3102,-3.6543,-6.1695
2016-02-17T13:18:11.520000Z,machine1,9.5039,0.97812,-1.06,5.4463,1.2986,-3.1765,-10.839,8.1253,-6.5335,-8.1975
2016-02-17T13:19:20.640000Z,machine1,9.4218,0.74316,-1.2162,6.2799,1.4935,-4.469,-9.9728,8.7093,-7.7771,-8.4392
2016-02-17T13:20:29.760000Z,machine1,8.9657,0.29586,-0.44354,5.9667,0.8275,-5.4344,-9.3013,7.5556,-8.274,-9.9461
2016-02-17T13:21:38.880000Z,machine1,8.3657,-0.17624,-0.4442,5.2154,0.41224,-5.2299,-7.5228,7.1822,-8.3968,-10.566
2016-02-17T13:22:48.000000Z,machine1,7.5885,-0.55585,-1.136,4.9022,0.48884,-4.1413,-4.6924,5.2247,-9.2595,-10.94
2016-02-17T13:23:57.120000Z,machine1,7.8595,-1.6982,-1.0973,4.9462,0.51547,-5.399,-2.4746,3.3191,-8.5336,-10.805
2016-02-17T13:25:06.240000Z,machine1,8.2681,-2.1888,0.001546,5.0524,0.17591,-6.0129,-0.49524,1.4339,-9.7773,-10.731
2016-02-17T13:26:15.360000Z,machine1,8.1958,-1.7582,0.19434,5.2923,-0.32095,-6.3512,1.3295,1.088,-9.5298,-10.733
2016-02-17T13:27:24.480000Z,machine1,8.3925,-1.6888,0.26583,5.6717,0.12116,-5.4546,2.1518,1.7141,-8.6135,-9.3332
2016-02-17T13:28:33.600000Z,machine1,8.0028,-2.226,0.81338,5.0322,1.0758,-4.9633,0.27558,3.4166,-9.2921,-8.3044
2016-02-17T13:29:42.720000Z,machine1,8.7905,-3.1992,1.2293,6.1855,1.7627,-4.8114,-2.3662,5.3457,-9.2762,-8.5037
2016-02-17T13:30:51.840000Z,machine1,9.1342,-2.2519,-0.5337,5.1531,1.1331,-4.4958,-3.9741,5.7738,-9.3669,-8.733
2016-02-17T13:32:00.960000Z,machine1,9.0169,-1.255,-0.35264,3.6006,0.60173,-4.5009,-5.9541,5.9676,-9.2645,-10.175
2016-02-17T13:33:10.080000Z,machine1,8.8638,-0.71887,-0.48999,4.9747,0.64154,-4.9429,-8.2246,6.2927,-8.6524,-11.358
2016-02-17T13:34:19.200000Z,machine1,8.3429,-0.7136,-0.89037,4.698,1.3871,-4.9028,-10.558,7.3816,-7.7523,-10.57
2016-02-17T13:35:28.320000Z,machine1,8.2621,-0.55665,-0.7369,4.789,0.84138,-5.207,-11.506,9.0023,-6.3401,-8.321
2016-02-17T13:36:37.440000Z,machine1,8.4429,0.055504,-0.7724,5.2303,0.9122,-3.6695,-10.974,10.144,-4.2528,-5.5681
2016-02-17T13:37:46.560000Z,machine1,8.6092,0.83006,-1.0521,4.68,1.6008,-4.2621,-11.053,10.983,-2.3604,-2.9939
2016-02-17T13:38:55.680000Z,machine1,8.8861,1.124,-1.4809,5.6416,1.8009,-4.4794,-11.503,11.089,-0.85849,-0.82026
2016-02-17T13:40:04.800000Z,machine1,8.6417,1.1871,-2.5203,4.5467,1.8149,-4.2444,-10.638,11.102,0.68554,-0.21476
2016-02-17T13:41:13.920000Z,machine1,8.598,0.94643,-1.4883,5.6827,1.4047,-4.0442,-8.8358,9.471,0.92412,-1.1288
2016-02-17T13:42:23.040000Z,machine1,8.866,0.85567,-0.30572,6.1991,1.4927,-4.0928,-10.315,9.6666,-0.31414,-2.7832
2016-02-17T13:43:32.160000Z,machine1,8.9846,1.0817,-1.2789,4.8981,1.5243,-3.9835,-9.9509,7.5787,-2.0928,-4.6713
2016-02-17T13:44:41.280000Z,machine1,9.5729,1.2674,-1.3242,6.1112,1.4243,-3.9785,-10.179,7.1103,-4.4629,-5.9869
2016-02-17T13:45:50.400000Z,machine1,9.4465,1.5336,-1.7546,5.1558,1.4462,-4.0711,-9.7405,7.7184,-7.5532,-8.1964
2016-02-17T13:46:59.520000Z,machine1,8.8269,1.0956,-0.70179,5.735,0.96127,-4.2029,-10.015,9.1548,-9.2473,-8.9808
2016-02-17T13:48:08.640000Z,machine1,8.3134,0.98327,0.073996,4.5867,1.1761,-4.1909,-8.2791,8.7245,-8.2163,-10.298
2016-02-17T13:49:17.760000Z,machine1,7.9531,0.12884,0.49967,4.0312,1.425,-4.2523,-5.7969,6.7477,-8.9201,-9.8754
2016-02-17T13:50:26.880000Z,machine1,7.9172,-1.1161,0.55034,5.1773,1.2545,-4.2828,-3.5827,4.0922,-9.5594,-11.276
2016-02-17T13:51:36.000000Z,machine1,8.6919,-2.429,0.92856,5.4054,1.0406,-4.6195,-1.7636,1.5675,-9.2987,-11.557
2016-02-17T13:52:45.120000Z,machine1,9.0196,-2.6379,0.62075,5.0955,0.64851,-4.7925,-0.97842,1.6359,-9.499,-10.466
2016-02-17T13:53:54.240000Z,machine1,8.8157,-1.7167,0.7842,4.9312,0.56095,-4.9428,0.36446,1.1626,-9.5522,-10.899
2016-02-17T13:55:03.360000Z,machine1,8.1733,-1.0548,0.45099,4.3784,0.66764,-4.7081,0.20032,1.3251,-8.9054,-9.6038
2016-02-17T13:56:12.480000Z,machine1,8.235,-0.99321,0.024118,4.9451,0.96222,-4.5639,-1.5291,3.4339,-8.8434,-8.875
2016-02-17T13:57:21.600000Z,machine1,8.897,-1.7773,0.37364,5.2452,1.3722,-4.6059,-3.8049,4.3555,-9.1279,-9.0096
2016-02-17T13:58:30.720000Z,machine1,9.3916,-1.2473,-0.25926,4.8188,0.69376,-4.2442,-5.7614,5.4004,-9.8558,-9.7378
